selected_file_path,detected_tournament_label,detected_school_folder,detected_team_code,reason_selected
ArizonaState\SaSm\ArizonaState-SaSm-Aff-1---Owen-L.-Coon-Round-1.docx,Northwestern,ArizonaState,SaSm,matched tournament token using tournament_disclosure_counts logic
ArizonaState\SaSm\ArizonaState-SaSm-Aff-1---Owen-L.-Coon-Round-3.docx,Northwestern,ArizonaState,SaSm,matched tournament token using tournament_disclosure_counts logic
ArizonaState\SaSm\ArizonaState-SaSm-Aff-1---Owen-L.-Coon-Round-5.docx,Northwestern,ArizonaState,SaSm,matched tournament token using tournament_disclosure_counts logic
ArizonaState\SaSm\ArizonaState-SaSm-Aff-1---Owen-L.-Coon-Round-8.docx,Northwestern,ArizonaState,SaSm,matched tournament token using tournament_disclosure_counts logic
ArizonaState\SaSm\ArizonaState-SaSm-Neg-1---Owen-L.-Coon-Round-2.docx,Northwestern,ArizonaState,SaSm,matched tournament token using tournament_disclosure_counts logic
ArizonaState\SaSm\ArizonaState-SaSm-Neg-1---Owen-L.-Coon-Round-4.docx,Northwestern,ArizonaState,SaSm,matched tournament token using tournament_disclosure_counts logic
ArizonaState\SaSm\ArizonaState-SaSm-Neg-1---Owen-L.-Coon-Round-6.docx,Northwestern,ArizonaState,SaSm,matched tournament token using tournament_disclosure_counts logic
ArizonaState\SaSm\ArizonaState-SaSm-Neg-1---Owen-L.-Coon-Round-7.docx,Northwestern,ArizonaState,SaSm,matched tournament token using tournament_disclosure_counts logic
Baylor\DaLa\Baylor-DaLa-Neg-Northwestern-Round-2.docx,Northwestern,Baylor,DaLa,matched tournament token using tournament_disclosure_counts logic
Baylor\DaLa\Baylor-DaLa-Neg-Northwestern-Round-4.docx,Northwestern,Baylor,DaLa,matched tournament token using tournament_disclosure_counts logic
Baylor\DaLa\Baylor-DaLa-Neg-Northwestern-Round-5.docx,Northwestern,Baylor,DaLa,matched tournament token using tournament_disclosure_counts logic
Baylor\DaLa\Baylor-DaLa-Neg-Northwestern-Round-8.docx,Northwestern,Baylor,DaLa,matched tournament token using tournament_disclosure_counts logic
Baylor\KeBe\Baylor-KeBe-Aff-Northwestern-Round-2.docx,Northwestern,Baylor,KeBe,matched tournament token using tournament_disclosure_counts logic
Baylor\KeBe\Baylor-KeBe-Neg-Northwestern-Round-1.docx,Northwestern,Baylor,KeBe,matched tournament token using tournament_disclosure_counts logic
Baylor\KeBe\Baylor-KeBe-Neg-Northwestern-Round-3.docx,Northwestern,Baylor,KeBe,matched tournament token using tournament_disclosure_counts logic
Baylor\KeBe\Baylor-KeBe-Neg-Northwestern-Round-5.docx,Northwestern,Baylor,KeBe,matched tournament token using tournament_disclosure_counts logic
Baylor\KeBe\Baylor-KeBe-Neg-Northwestern-Round-7.docx,Northwestern,Baylor,KeBe,matched tournament token using tournament_disclosure_counts logic
Baylor\LoLi\Baylor-LoLi-Aff-Northwestern-Round-2.docx,Northwestern,Baylor,LoLi,matched tournament token using tournament_disclosure_counts logic
Baylor\LoLi\Baylor-LoLi-Aff-Northwestern-Round-5.docx,Northwestern,Baylor,LoLi,matched tournament token using tournament_disclosure_counts logic
Baylor\LoLi\Baylor-LoLi-Aff-Northwestern-Round-7.docx,Northwestern,Baylor,LoLi,matched tournament token using tournament_disclosure_counts logic
Baylor\LoLi\Baylor-LoLi-Aff-Northwestern-Round-8.docx,Northwestern,Baylor,LoLi,matched tournament token using tournament_disclosure_counts logic
Baylor\LoLi\Baylor-LoLi-Neg-Northwestern-Round-1.docx,Northwestern,Baylor,LoLi,matched tournament token using tournament_disclosure_counts logic
Baylor\LoLi\Baylor-LoLi-Neg-Northwestern-Round-3.docx,Northwestern,Baylor,LoLi,matched tournament token using tournament_disclosure_counts logic
Baylor\LoLi\Baylor-LoLi-Neg-Northwestern-Round-6.docx,Northwestern,Baylor,LoLi,matched tournament token using tournament_disclosure_counts logic
Baylor\MePh\Baylor-MePh-Aff-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-1.docx,Northwestern,Baylor,MePh,matched tournament token using tournament_disclosure_counts logic
Baylor\MePh\Baylor-MePh-Aff-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-4.docx,Northwestern,Baylor,MePh,matched tournament token using tournament_disclosure_counts logic
Baylor\MePh\Baylor-MePh-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-2.docx,Northwestern,Baylor,MePh,matched tournament token using tournament_disclosure_counts logic
Baylor\MePh\Baylor-MePh-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-3.docx,Northwestern,Baylor,MePh,matched tournament token using tournament_disclosure_counts logic
Baylor\MePh\Baylor-MePh-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-5.docx,Northwestern,Baylor,MePh,matched tournament token using tournament_disclosure_counts logic
Binghamton\TrPa\Binghamton-TrPa-Aff-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-2.docx,Northwestern,Binghamton,TrPa,matched tournament token using tournament_disclosure_counts logic
Binghamton\TrPa\Binghamton-TrPa-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-1.docx,Northwestern,Binghamton,TrPa,matched tournament token using tournament_disclosure_counts logic
Binghamton\TrPa\Binghamton-TrPa-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-8.docx,Northwestern,Binghamton,TrPa,matched tournament token using tournament_disclosure_counts logic
Cornell\DyVo\Cornell-DyVo-Aff-Northwestern-Round-2.docx,Northwestern,Cornell,DyVo,matched tournament token using tournament_disclosure_counts logic
Cornell\DyVo\Cornell-DyVo-Aff-Northwestern-Round-3.docx,Northwestern,Cornell,DyVo,matched tournament token using tournament_disclosure_counts logic
Cornell\DyVo\Cornell-DyVo-Neg-Northwestern-Round-1.docx,Northwestern,Cornell,DyVo,matched tournament token using tournament_disclosure_counts logic
Cornell\DyVo\Cornell-DyVo-Neg-Northwestern-Round-4.docx,Northwestern,Cornell,DyVo,matched tournament token using tournament_disclosure_counts logic
Cornell\LiDi\Cornell-LiDi-Neg-Northwestern-Round-5.docx,Northwestern,Cornell,LiDi,matched tournament token using tournament_disclosure_counts logic
CSULongBeach\OrMe\CSULongBeach-OrMe-Aff-01---Operation_-Find-The-Coon-(Northwestern)-Round-1.docx,Northwestern,CSULongBeach,OrMe,matched tournament token using tournament_disclosure_counts logic
CSULongBeach\OrMe\CSULongBeach-OrMe-Aff-01---Operation_-Find-The-Coon-(Northwestern)-Round-4.docx,Northwestern,CSULongBeach,OrMe,matched tournament token using tournament_disclosure_counts logic
CSULongBeach\OrMe\CSULongBeach-OrMe-Aff-01---Operation_-Find-The-Coon-(Northwestern)-Round-6.docx,Northwestern,CSULongBeach,OrMe,matched tournament token using tournament_disclosure_counts logic
CSULongBeach\OrMe\CSULongBeach-OrMe-Aff-01---Operation_-Find-The-Coon-(Northwestern)-Round-7.docx,Northwestern,CSULongBeach,OrMe,matched tournament token using tournament_disclosure_counts logic
CSULongBeach\OrMe\CSULongBeach-OrMe-Neg-01---Operation_-Find-The-Coon-(Northwestern)-Round-2.docx,Northwestern,CSULongBeach,OrMe,matched tournament token using tournament_disclosure_counts logic
CSULongBeach\OrMe\CSULongBeach-OrMe-Neg-01---Operation_-Find-The-Coon-(Northwestern)-Round-3.docx,Northwestern,CSULongBeach,OrMe,matched tournament token using tournament_disclosure_counts logic
CSULongBeach\OrMe\CSULongBeach-OrMe-Neg-01---Operation_-Find-The-Coon-(Northwestern)-Round-5.docx,Northwestern,CSULongBeach,OrMe,matched tournament token using tournament_disclosure_counts logic
CSULongBeach\OrMe\CSULongBeach-OrMe-Neg-01---Operation_-Find-The-Coon-(Northwestern)-Round-8.docx,Northwestern,CSULongBeach,OrMe,matched tournament token using tournament_disclosure_counts logic
DartmouthCollege\CaGo\DartmouthCollege-CaGo-Aff-1---NUSO-Round-1.docx,Northwestern,DartmouthCollege,CaGo,matched tournament token using tournament_disclosure_counts logic
DartmouthCollege\CaGo\DartmouthCollege-CaGo-Aff-1---NUSO-Round-4.docx,Northwestern,DartmouthCollege,CaGo,matched tournament token using tournament_disclosure_counts logic
DartmouthCollege\CaGo\DartmouthCollege-CaGo-Aff-1---NUSO-Round-6.docx,Northwestern,DartmouthCollege,CaGo,matched tournament token using tournament_disclosure_counts logic
DartmouthCollege\CaGo\DartmouthCollege-CaGo-Aff-1---NUSO-Round-7.docx,Northwestern,DartmouthCollege,CaGo,matched tournament token using tournament_disclosure_counts logic
DartmouthCollege\CaGo\DartmouthCollege-CaGo-Neg-1---NUSO-Round-2.docx,Northwestern,DartmouthCollege,CaGo,matched tournament token using tournament_disclosure_counts logic
DartmouthCollege\CaGo\DartmouthCollege-CaGo-Neg-1---NUSO-Round-3.docx,Northwestern,DartmouthCollege,CaGo,matched tournament token using tournament_disclosure_counts logic
DartmouthCollege\CaGo\DartmouthCollege-CaGo-Neg-1---NUSO-Round-5.docx,Northwestern,DartmouthCollege,CaGo,matched tournament token using tournament_disclosure_counts logic
DartmouthCollege\CaGo\DartmouthCollege-CaGo-Neg-1---NUSO-Round-8.docx,Northwestern,DartmouthCollege,CaGo,matched tournament token using tournament_disclosure_counts logic
DartmouthCollege\GuMo\DartmouthCollege-GuMo-Aff-1---NUSO-Round-1.docx,Northwestern,DartmouthCollege,GuMo,matched tournament token using tournament_disclosure_counts logic
DartmouthCollege\GuMo\DartmouthCollege-GuMo-Aff-1---NUSO-Round-3.docx,Northwestern,DartmouthCollege,GuMo,matched tournament token using tournament_disclosure_counts logic
DartmouthCollege\GuMo\DartmouthCollege-GuMo-Aff-1---NUSO-Round-6.docx,Northwestern,DartmouthCollege,GuMo,matched tournament token using tournament_disclosure_counts logic
DartmouthCollege\GuMo\DartmouthCollege-GuMo-Aff-1---NUSO-Round-7.docx,Northwestern,DartmouthCollege,GuMo,matched tournament token using tournament_disclosure_counts logic
DartmouthCollege\GuMo\DartmouthCollege-GuMo-Neg-1---NUSO-Round-2.docx,Northwestern,DartmouthCollege,GuMo,matched tournament token using tournament_disclosure_counts logic
DartmouthCollege\GuMo\DartmouthCollege-GuMo-Neg-1---NUSO-Round-4.docx,Northwestern,DartmouthCollege,GuMo,matched tournament token using tournament_disclosure_counts logic
DartmouthCollege\GuMo\DartmouthCollege-GuMo-Neg-1---NUSO-Round-5.docx,Northwestern,DartmouthCollege,GuMo,matched tournament token using tournament_disclosure_counts logic
DartmouthCollege\GuMo\DartmouthCollege-GuMo-Neg-1---NUSO-Round-8.docx,Northwestern,DartmouthCollege,GuMo,matched tournament token using tournament_disclosure_counts logic
DartmouthCollege\JoBe\DartmouthCollege-JoBe-Aff-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-1.docx,Northwestern,DartmouthCollege,JoBe,matched tournament token using tournament_disclosure_counts logic
DartmouthCollege\JoBe\DartmouthCollege-JoBe-Aff-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-4.docx,Northwestern,DartmouthCollege,JoBe,matched tournament token using tournament_disclosure_counts logic
DartmouthCollege\JoBe\DartmouthCollege-JoBe-Aff-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-6.docx,Northwestern,DartmouthCollege,JoBe,matched tournament token using tournament_disclosure_counts logic
DartmouthCollege\JoBe\DartmouthCollege-JoBe-Aff-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-7.docx,Northwestern,DartmouthCollege,JoBe,matched tournament token using tournament_disclosure_counts logic
DartmouthCollege\JoBe\DartmouthCollege-JoBe-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-2.docx,Northwestern,DartmouthCollege,JoBe,matched tournament token using tournament_disclosure_counts logic
DartmouthCollege\JoBe\DartmouthCollege-JoBe-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-3.docx,Northwestern,DartmouthCollege,JoBe,matched tournament token using tournament_disclosure_counts logic
DartmouthCollege\JoBe\DartmouthCollege-JoBe-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-5.docx,Northwestern,DartmouthCollege,JoBe,matched tournament token using tournament_disclosure_counts logic
DartmouthCollege\JoBe\DartmouthCollege-JoBe-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-8.docx,Northwestern,DartmouthCollege,JoBe,matched tournament token using tournament_disclosure_counts logic
DartmouthCollege\KaRa\DartmouthCollege-KaRa-Aff-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-1.docx,Northwestern,DartmouthCollege,KaRa,matched tournament token using tournament_disclosure_counts logic
DartmouthCollege\KaRa\DartmouthCollege-KaRa-Aff-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-4.docx,Northwestern,DartmouthCollege,KaRa,matched tournament token using tournament_disclosure_counts logic
DartmouthCollege\KaRa\DartmouthCollege-KaRa-Aff-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-5.docx,Northwestern,DartmouthCollege,KaRa,matched tournament token using tournament_disclosure_counts logic
DartmouthCollege\KaRa\DartmouthCollege-KaRa-Aff-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-7.docx,Northwestern,DartmouthCollege,KaRa,matched tournament token using tournament_disclosure_counts logic
DartmouthCollege\KaRa\DartmouthCollege-KaRa-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-2.docx,Northwestern,DartmouthCollege,KaRa,matched tournament token using tournament_disclosure_counts logic
DartmouthCollege\KaRa\DartmouthCollege-KaRa-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-3.docx,Northwestern,DartmouthCollege,KaRa,matched tournament token using tournament_disclosure_counts logic
DartmouthCollege\KaRa\DartmouthCollege-KaRa-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-6.docx,Northwestern,DartmouthCollege,KaRa,matched tournament token using tournament_disclosure_counts logic
DartmouthCollege\KaRa\DartmouthCollege-KaRa-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-8.docx,Northwestern,DartmouthCollege,KaRa,matched tournament token using tournament_disclosure_counts logic
DartmouthCollege\PaHa\DartmouthCollege-PaHa-Aff-01----northwestern-Round-2.docx,Northwestern,DartmouthCollege,PaHa,matched tournament token using tournament_disclosure_counts logic
DartmouthCollege\PaHa\DartmouthCollege-PaHa-Aff-01----northwestern-Round-4.docx,Northwestern,DartmouthCollege,PaHa,matched tournament token using tournament_disclosure_counts logic
DartmouthCollege\PaHa\DartmouthCollege-PaHa-Aff-01----northwestern-Round-5.docx,Northwestern,DartmouthCollege,PaHa,matched tournament token using tournament_disclosure_counts logic
DartmouthCollege\PaHa\DartmouthCollege-PaHa-Aff-01----northwestern-Round-7.docx,Northwestern,DartmouthCollege,PaHa,matched tournament token using tournament_disclosure_counts logic
DartmouthCollege\PaHa\DartmouthCollege-PaHa-Neg-01----northwestern-Round-1.docx,Northwestern,DartmouthCollege,PaHa,matched tournament token using tournament_disclosure_counts logic
DartmouthCollege\PaHa\DartmouthCollege-PaHa-Neg-01----northwestern-Round-3.docx,Northwestern,DartmouthCollege,PaHa,matched tournament token using tournament_disclosure_counts logic
DartmouthCollege\PaHa\DartmouthCollege-PaHa-Neg-01----northwestern-Round-6.docx,Northwestern,DartmouthCollege,PaHa,matched tournament token using tournament_disclosure_counts logic
DartmouthCollege\PaHa\DartmouthCollege-PaHa-Neg-01----northwestern-Round-8.docx,Northwestern,DartmouthCollege,PaHa,matched tournament token using tournament_disclosure_counts logic
Emory\AgSt\Emory-AgSt-Aff-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-1.docx,Northwestern,Emory,AgSt,matched tournament token using tournament_disclosure_counts logic
Emory\AgSt\Emory-AgSt-Aff-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-3.docx,Northwestern,Emory,AgSt,matched tournament token using tournament_disclosure_counts logic
Emory\AgSt\Emory-AgSt-Aff-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-5.docx,Northwestern,Emory,AgSt,matched tournament token using tournament_disclosure_counts logic
Emory\AgSt\Emory-AgSt-Aff-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-7.docx,Northwestern,Emory,AgSt,matched tournament token using tournament_disclosure_counts logic
Emory\AgSt\Emory-AgSt-Neg-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-2.docx,Northwestern,Emory,AgSt,matched tournament token using tournament_disclosure_counts logic
Emory\AgSt\Emory-AgSt-Neg-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-4.docx,Northwestern,Emory,AgSt,matched tournament token using tournament_disclosure_counts logic
Emory\AgSt\Emory-AgSt-Neg-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-6.docx,Northwestern,Emory,AgSt,matched tournament token using tournament_disclosure_counts logic
Emory\AgSt\Emory-AgSt-Neg-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-8.docx,Northwestern,Emory,AgSt,matched tournament token using tournament_disclosure_counts logic
Emory\ChFe\Emory-ChFe-Aff-Northwestern-Round-2.docx,Northwestern,Emory,ChFe,matched tournament token using tournament_disclosure_counts logic
Emory\ChFe\Emory-ChFe-Aff-Northwestern-Round-4.docx,Northwestern,Emory,ChFe,matched tournament token using tournament_disclosure_counts logic
Emory\ChFe\Emory-ChFe-Aff-Northwestern-Round-5.docx,Northwestern,Emory,ChFe,matched tournament token using tournament_disclosure_counts logic
Emory\ChFe\Emory-ChFe-Aff-Northwestern-Round-8.docx,Northwestern,Emory,ChFe,matched tournament token using tournament_disclosure_counts logic
Emory\ChFe\Emory-ChFe-Neg-Northwestern-Round-1.docx,Northwestern,Emory,ChFe,matched tournament token using tournament_disclosure_counts logic
Emory\ChFe\Emory-ChFe-Neg-Northwestern-Round-3.docx,Northwestern,Emory,ChFe,matched tournament token using tournament_disclosure_counts logic
Emory\ChFe\Emory-ChFe-Neg-Northwestern-Round-6.docx,Northwestern,Emory,ChFe,matched tournament token using tournament_disclosure_counts logic
Emory\ChFe\Emory-ChFe-Neg-Northwestern-Round-7.docx,Northwestern,Emory,ChFe,matched tournament token using tournament_disclosure_counts logic
Emory\CrTa\Emory-CrTa-Aff-1---Northwestern-Round-2.docx,Northwestern,Emory,CrTa,matched tournament token using tournament_disclosure_counts logic
Emory\CrTa\Emory-CrTa-Aff-1---Northwestern-Round-3.docx,Northwestern,Emory,CrTa,matched tournament token using tournament_disclosure_counts logic
Emory\CrTa\Emory-CrTa-Aff-1---Northwestern-Round-5.docx,Northwestern,Emory,CrTa,matched tournament token using tournament_disclosure_counts logic
Emory\CrTa\Emory-CrTa-Aff-1---Northwestern-Round-8.docx,Northwestern,Emory,CrTa,matched tournament token using tournament_disclosure_counts logic
Emory\CrTa\Emory-CrTa-Neg-1---Northwestern-Round-1.docx,Northwestern,Emory,CrTa,matched tournament token using tournament_disclosure_counts logic
Emory\CrTa\Emory-CrTa-Neg-1---Northwestern-Round-4.docx,Northwestern,Emory,CrTa,matched tournament token using tournament_disclosure_counts logic
Emory\CrTa\Emory-CrTa-Neg-1---Northwestern-Round-6.docx,Northwestern,Emory,CrTa,matched tournament token using tournament_disclosure_counts logic
Emory\CrTa\Emory-CrTa-Neg-1---Northwestern-Round-7.docx,Northwestern,Emory,CrTa,matched tournament token using tournament_disclosure_counts logic
Emory\GaSo\Emory-GaSo-Aff-1.-Northwestern-Round-1.docx,Northwestern,Emory,GaSo,matched tournament token using tournament_disclosure_counts logic
Emory\GaSo\Emory-GaSo-Aff-1.-Northwestern-Round-4.docx,Northwestern,Emory,GaSo,matched tournament token using tournament_disclosure_counts logic
Emory\GaSo\Emory-GaSo-Aff-1.-Northwestern-Round-6.docx,Northwestern,Emory,GaSo,matched tournament token using tournament_disclosure_counts logic
Emory\GaSo\Emory-GaSo-Aff-1.-Northwestern-Round-7.docx,Northwestern,Emory,GaSo,matched tournament token using tournament_disclosure_counts logic
Emory\GaSo\Emory-GaSo-Neg-1.-Northwestern-Round-2.docx,Northwestern,Emory,GaSo,matched tournament token using tournament_disclosure_counts logic
Emory\GaSo\Emory-GaSo-Neg-1.-Northwestern-Round-3.docx,Northwestern,Emory,GaSo,matched tournament token using tournament_disclosure_counts logic
Emory\GaSo\Emory-GaSo-Neg-1.-Northwestern-Round-5.docx,Northwestern,Emory,GaSo,matched tournament token using tournament_disclosure_counts logic
Emory\GaSo\Emory-GaSo-Neg-1.-Northwestern-Round-8.docx,Northwestern,Emory,GaSo,matched tournament token using tournament_disclosure_counts logic
Emory\GeMa\Emory-GeMa-Aff-Northwestern-Round-2.docx,Northwestern,Emory,GeMa,matched tournament token using tournament_disclosure_counts logic
Emory\GeMa\Emory-GeMa-Aff-Northwestern-Round-3.docx,Northwestern,Emory,GeMa,matched tournament token using tournament_disclosure_counts logic
Emory\GeMa\Emory-GeMa-Aff-Northwestern-Round-6.docx,Northwestern,Emory,GeMa,matched tournament token using tournament_disclosure_counts logic
Emory\GeMa\Emory-GeMa-Aff-Northwestern-Round-8.docx,Northwestern,Emory,GeMa,matched tournament token using tournament_disclosure_counts logic
Emory\GeMa\Emory-GeMa-Neg-Northwestern-Round-1.docx,Northwestern,Emory,GeMa,matched tournament token using tournament_disclosure_counts logic
Emory\GeMa\Emory-GeMa-Neg-Northwestern-Round-4.docx,Northwestern,Emory,GeMa,matched tournament token using tournament_disclosure_counts logic
Emory\GeMa\Emory-GeMa-Neg-Northwestern-Round-5.docx,Northwestern,Emory,GeMa,matched tournament token using tournament_disclosure_counts logic
Emory\GeMa\Emory-GeMa-Neg-Northwestern-Round-7.docx,Northwestern,Emory,GeMa,matched tournament token using tournament_disclosure_counts logic
Emory\GrCh\Emory-GrCh-Aff-1---Owen-L.-Coon-Memorial-Debates-Round-2.docx,Northwestern,Emory,GrCh,matched tournament token using tournament_disclosure_counts logic
Emory\GrCh\Emory-GrCh-Aff-1---Owen-L.-Coon-Memorial-Debates-Round-4.docx,Northwestern,Emory,GrCh,matched tournament token using tournament_disclosure_counts logic
Emory\GrCh\Emory-GrCh-Aff-1---Owen-L.-Coon-Memorial-Debates-Round-5.docx,Northwestern,Emory,GrCh,matched tournament token using tournament_disclosure_counts logic
Emory\GrCh\Emory-GrCh-Aff-1---Owen-L.-Coon-Memorial-Debates-Round-7.docx,Northwestern,Emory,GrCh,matched tournament token using tournament_disclosure_counts logic
Emory\GrCh\Emory-GrCh-Neg-1---Owen-L-Coon-Memorial-Debates-Round-1.docx,Northwestern,Emory,GrCh,matched tournament token using tournament_disclosure_counts logic
Emory\GrCh\Emory-GrCh-Neg-1---Owen-L.-Coon-Memorial-Debates-Round-3.docx,Northwestern,Emory,GrCh,matched tournament token using tournament_disclosure_counts logic
Emory\GrCh\Emory-GrCh-Neg-1---Owen-L.-Coon-Memorial-Debates-Round-6.docx,Northwestern,Emory,GrCh,matched tournament token using tournament_disclosure_counts logic
Emory\GrCh\Emory-GrCh-Neg-1---Owen-L.-Coon-Memorial-Debates-Round-8.docx,Northwestern,Emory,GrCh,matched tournament token using tournament_disclosure_counts logic
Emory\JiRa\Emory-JiRa-Aff-NUSO-Round-1.docx,Northwestern,Emory,JiRa,matched tournament token using tournament_disclosure_counts logic
Emory\JiRa\Emory-JiRa-Aff-NUSO-Round-3.docx,Northwestern,Emory,JiRa,matched tournament token using tournament_disclosure_counts logic
Emory\JiRa\Emory-JiRa-Aff-NUSO-Round-5.docx,Northwestern,Emory,JiRa,matched tournament token using tournament_disclosure_counts logic
Emory\JiRa\Emory-JiRa-Aff-NUSO-Round-7.docx,Northwestern,Emory,JiRa,matched tournament token using tournament_disclosure_counts logic
Emory\JiRa\Emory-JiRa-Neg-NUSO-Round-2.docx,Northwestern,Emory,JiRa,matched tournament token using tournament_disclosure_counts logic
Emory\JiRa\Emory-JiRa-Neg-NUSO-Round-4.docx,Northwestern,Emory,JiRa,matched tournament token using tournament_disclosure_counts logic
Emory\JiRa\Emory-JiRa-Neg-NUSO-Round-6.docx,Northwestern,Emory,JiRa,matched tournament token using tournament_disclosure_counts logic
Emory\JiRa\Emory-JiRa-Neg-NUSO-Round-8.docx,Northwestern,Emory,JiRa,matched tournament token using tournament_disclosure_counts logic
Emory\KiSh\Emory-KiSh-Aff-01---Northwestern-Round-2.docx,Northwestern,Emory,KiSh,matched tournament token using tournament_disclosure_counts logic
Emory\KiSh\Emory-KiSh-Aff-01---Northwestern-Round-4.docx,Northwestern,Emory,KiSh,matched tournament token using tournament_disclosure_counts logic
Emory\KiSh\Emory-KiSh-Aff-01---Northwestern-Round-5.docx,Northwestern,Emory,KiSh,matched tournament token using tournament_disclosure_counts logic
Emory\KiSh\Emory-KiSh-Neg-01---Northwestern-Round-1.docx,Northwestern,Emory,KiSh,matched tournament token using tournament_disclosure_counts logic
Emory\KiSh\Emory-KiSh-Neg-01---Northwestern-Round-3.docx,Northwestern,Emory,KiSh,matched tournament token using tournament_disclosure_counts logic
Emory\KiSh\Emory-KiSh-Neg-01---Northwestern-Round-6.docx,Northwestern,Emory,KiSh,matched tournament token using tournament_disclosure_counts logic
Emory\KiSh\Emory-KiSh-Neg-01---Northwestern-Round-7.docx,Northwestern,Emory,KiSh,matched tournament token using tournament_disclosure_counts logic
Emory\LoYa\Emory-LoYa-Aff-01---Northwestern-Round-1.docx,Northwestern,Emory,LoYa,matched tournament token using tournament_disclosure_counts logic
Emory\LoYa\Emory-LoYa-Aff-01---Northwestern-Round-4.docx,Northwestern,Emory,LoYa,matched tournament token using tournament_disclosure_counts logic
Emory\LoYa\Emory-LoYa-Aff-01---Northwestern-Round-5.docx,Northwestern,Emory,LoYa,matched tournament token using tournament_disclosure_counts logic
Emory\LoYa\Emory-LoYa-Aff-01---Northwestern-Round-8.docx,Northwestern,Emory,LoYa,matched tournament token using tournament_disclosure_counts logic
Emory\LoYa\Emory-LoYa-Neg-01---Northwestern-Round-2.docx,Northwestern,Emory,LoYa,matched tournament token using tournament_disclosure_counts logic
Emory\LoYa\Emory-LoYa-Neg-01---Northwestern-Round-3.docx,Northwestern,Emory,LoYa,matched tournament token using tournament_disclosure_counts logic
Emory\LoYa\Emory-LoYa-Neg-01---Northwestern-Round-6.docx,Northwestern,Emory,LoYa,matched tournament token using tournament_disclosure_counts logic
Emory\LoYa\Emory-LoYa-Neg-01---Northwestern-Round-7.docx,Northwestern,Emory,LoYa,matched tournament token using tournament_disclosure_counts logic
Emory\OkPa\Emory-OkPa-Aff-1---Northwestern-Round-1.docx,Northwestern,Emory,OkPa,matched tournament token using tournament_disclosure_counts logic
Emory\OkPa\Emory-OkPa-Aff-1---Northwestern-Round-4.docx,Northwestern,Emory,OkPa,matched tournament token using tournament_disclosure_counts logic
Emory\OkPa\Emory-OkPa-Aff-1---Northwestern-Round-5.docx,Northwestern,Emory,OkPa,matched tournament token using tournament_disclosure_counts logic
Emory\OkPa\Emory-OkPa-Aff-1---Northwestern-Round-7.docx,Northwestern,Emory,OkPa,matched tournament token using tournament_disclosure_counts logic
Emory\OkPa\Emory-OkPa-Neg-1---Northwestern-Round-2.docx,Northwestern,Emory,OkPa,matched tournament token using tournament_disclosure_counts logic
Emory\OkPa\Emory-OkPa-Neg-1---Northwestern-Round-3.docx,Northwestern,Emory,OkPa,matched tournament token using tournament_disclosure_counts logic
Emory\OkPa\Emory-OkPa-Neg-1---Northwestern-Round-6.docx,Northwestern,Emory,OkPa,matched tournament token using tournament_disclosure_counts logic
Emory\OkPa\Emory-OkPa-Neg-1---Northwestern-Round-8.docx,Northwestern,Emory,OkPa,matched tournament token using tournament_disclosure_counts logic
Emory\PeSt\Emory-PeSt-Aff-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-1.docx,Northwestern,Emory,PeSt,matched tournament token using tournament_disclosure_counts logic
Emory\PeSt\Emory-PeSt-Aff-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-3.docx,Northwestern,Emory,PeSt,matched tournament token using tournament_disclosure_counts logic
