source_file,team_code,tournament_name,round_number,side,opponent,win_loss,judge,num_positions,num_adv_inh_solv,num_offs,num_cards_total,num_cards_with_highlight,total_highlighted_words,parse_confidence,warnings,tournament_source,num_offs_x_num_cards_total,num_offs_x_total_highlighted_words,num_cards_total_x_num_cards_with_highlight,num_positions_x_num_cards_total,num_adv_inh_solv_x_num_cards_total,dataset_split
Emory-AgSt-Aff-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-5.docx,Emory AS,Northwestern,5,aff,Michigan State JS,L,"Scully Edwards, Maverick Aggarwal Sachin",4,4,0,2,2,74,high,,Northwestern,0,0,4,8,8,train
Iowa-KlSe-Aff-1.-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-2.docx,Iowa KS,Northwestern,2,aff,Missouri State HN,L,"Neal Miklovis, Tony Severson Lily",0,0,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
Baylor-LoLi-Neg-Northwestern-Round-1.docx,Baylor LL,Northwestern,1,neg,Michigan BP,L,"Park Wagner - ONLINE, Addison LoCicero Isabella",5,0,5,5,5,2104,high,,Northwestern,25,10520,25,25,0,train
Emory-WaKi-Aff-Gonzaga-University-Jesuit-Debates-Round-4.docx,Emory KW,Gonzaga,4,aff,Michigan CS,L,"Saudek Cavanaugh - ONLINE, Ryan Wang Tinghan",4,4,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
SouthernCalifornia-TrMi-Neg-Gonzaga-Round-6.docx,Southern California TM,Gonzaga,6,neg,Arizona State SS,W,"Saxena Namakula, Subbi Mills Jackson",0,0,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
Wyoming-WiWi-Aff-1.-Northwestern-Round-3.docx,Wyoming WW,Northwestern,3,aff,Michigan State FM,L,"Martin Baez, Kristiana Willson Jean-Luc",0,0,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
MissouriState-HaNe-Aff-01-Northwestern-Round-6.docx,Missouri State HN,Northwestern,6,aff,Emory AS,L,"Stumpff Weintraub, Josh Hahn Shelby",4,4,0,1,1,333,high,,Northwestern,0,0,1,4,4,train
Emory-AgSt-Aff-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-7.docx,Emory AS,Northwestern,7,aff,Kansas AU,L,"Ulven Freehan, Tim Aggarwal Sachin",4,4,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
SouthernCalifornia-TrMi-Neg-Gonzaga-Round-7.docx,Southern California TM,Gonzaga,7,neg,Texas FL,L,"Low Murphy, Devane Mills Jackson",0,0,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
UTD-HaKa-Neg-01---Northwestern-Round-2.docx,UTD HK,Northwestern,2,neg,Michigan State FM,W,"Martin Weideman, Joe Karthik Mahintha",2,0,2,5,5,939,high,,Northwestern,10,1878,25,10,0,train
Georgetown-LaNa-Neg-01---Northwestern-Round-3.docx,Georgetown LN,Northwestern,3,neg,Missouri State HN,W,"Neal Trufanov, Anthony Lastelick Luke",6,0,6,0,0,0,medium,,Northwestern,0,0,0,0,0,train
DartmouthCollege-CaGo-Aff-1---NUSO-Round-6.docx,Dartmouth CG,Northwestern,6,aff,Emory JR,W,"Ravikumar Byrne, AJ Cai Nora",5,5,0,3,3,1321,high,,Northwestern,0,0,9,15,15,train
Michigan-BaPa-Neg-Gonzaga-Round-6.docx,Michigan BP,Gonzaga,6,neg,Stanford LY - ONLINE,W,"Yan Perkins, Dallas Barrett Eleanor",6,0,6,91,91,7071,high,,Gonzaga,546,42426,8281,546,0,train
UTD-PeRa-Aff-04---Gonzaga-Round-1.docx,UTD PR,Gonzaga,1,aff,Wake Forest DE,W,"Elliott Buntin, Jeff Penumetcha Rahul",4,4,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
Emory-GrCh-Aff-3---Gonzaga-Round-1.docx,Emory CG,Gonzaga,1,aff,Iowa EW - ONLINE,L,"Eltyeb Watson - ONLINE, Solomon Chen Jason",3,3,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
Emory-StTa-Aff-Gonzaga-Round-2.docx,Emory TS,Gonzaga,2,aff,Dartmouth JR - ONLINE,L,"Rao Meyers-Levy - ONLINE, Dustin Stearns Maggie",0,0,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
WakeForest-DiEl-Aff-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-4.docx,Wake Forest DE,Northwestern,4,aff,Emory AS,L,"Stumpff McBlain, Lauren Elliott Elizabeth",0,0,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
Georgia-CaPa-Neg-01]-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-5.docx,Georgia CP,Northwestern,5,neg,Emory JR,L,"Ravikumar Wilkus, Jacob Pack Laurel",12,0,12,8,8,1624,high,,Northwestern,96,19488,64,96,0,train
MissouriState-NeSi-Neg-01-Northwestern-Round-2.docx,Missouri State NS,Northwestern,2,neg,Michigan AO,L,"Ou McCaffrey, Kevin Neal Nico",4,0,4,0,0,0,medium,,Northwestern,0,0,0,0,0,train
Michigan-MoAl-Neg-2---Gonzaga-Round-1.docx,Michigan AM,Gonzaga,1,neg,Northwestern NP,L,"Patterson Regnier, Jason Moon Ava",0,0,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
Georgia-CaPa-Aff-01]-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-1.docx,Georgia CP,Northwestern,1,aff,Binghamton TP,L,"Patel Tillman - ONLINE, Elysia Pack Laurel",7,7,0,2,2,531,high,,Northwestern,0,0,4,14,14,train
MichiganState-GuLe-Neg-Northwestern-Round-1.docx,Michigan State GL,Northwestern,1,neg,Missouri State CG,W,"Granger Brovero, Adrienne Gusis Joanna",10,0,10,8,8,1800,high,,Northwestern,80,18000,64,80,0,train
Emory-StTa-Aff-Gonzaga-Round-8.docx,Emory TS,Gonzaga,8,aff,Georgetown LN,L,"Nanji Green, Justin Stearns Maggie",2,2,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
Northwestern-LeWe-Neg-3---Gonzaga-Round-8.docx,Northwestern LW,Gonzaga,8,neg,Wake Forest AB,W,"Brown Huffman - ONLINE, Maile Lee Michael",2,0,2,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
Georgetown-AgCo-Neg-04---Gonzaga-Round-2.docx,Georgetown AC,Gonzaga,2,neg,Southern California RB,W,"Bhadani Bricker, Brett Cowan Connelly",12,0,12,2,2,257,high,,Gonzaga,24,3084,4,24,0,train
Kansas-LaSc-Neg-Gonzaga-Round-4.docx,Kansas SL,Gonzaga,4,neg,Michigan ES,W,"Shetty McCullough, Hunter Schultz Luna",5,0,5,5,5,825,high,,Gonzaga,25,4125,25,25,0,train
Emory-StTa-Neg-Gonzaga-Round-3.docx,Emory TS,Gonzaga,3,neg,Texas GS - ONLINE,L,"Gade Jensen - ONLINE, William Stearns Maggie",0,0,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
SouthernCalifornia-BrMa-Neg-Northwestern-Round-5.docx,Southern California BM,Northwestern,5,neg,Michigan HM,W,"McIlhenny Gidley - ONLINE, Ned Bradley Clare",0,0,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
Michigan-ShSh-Neg-Gonzaga-Round-8.docx,Michigan SS,Gonzaga,8,neg,Wake Forest HN - ONLINE,W,"Namikas Zaidi, Kumail Shih Conner",5,0,5,22,22,2625,high,,Gonzaga,110,13125,484,110,0,train
DartmouthCollege-JoRa-Aff-2---Gonzaga-Round-7.docx,Dartmouth JR,Gonzaga,7,aff,Wake Forest AB,W,"Brown Zaidi, Kumail Rao Sebastian",1,1,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
UTD-DADi-Neg-Gonzaga-Round-6.docx,UTD DD,Gonzaga,6,neg,Harvard AB,L,"Bodet Stannard, Matt D'Antuono Joseph-Charles",0,0,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
Emory-GrCh-Aff-3---Gonzaga-Round-6.docx,Emory CG,Gonzaga,6,aff,Trinity KP,L,"King Ramsey - ONLINE, Jordan Chen Jason",2,2,0,1,1,140,high,,Gonzaga,0,0,1,2,2,train
WichitaState-GrMo-Aff-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-7.docx,Wichita State MG,Northwestern,7,aff,Kansas SC,W,"Chidambaranathan Jensen - ONLINE, William Molina Chavez Miguel",0,0,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
Baylor-KeBe-Neg-Northwestern-Round-3.docx,Baylor BK,Northwestern,3,neg,Emory JR,L,"Ravikumar Weideman, Joe Benton Spencer",0,0,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
Northwestern-LuLe-Aff-03---Gonzaga-Round-5.docx,Northwestern LL,Gonzaga,5,aff,Purdue HH - ONLINE,W,"Hansen McCaffrey - ONLINE, Kevin Lundberg Annabeth",9,9,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
Emory-GeMa-Neg-Northwestern-Round-4.docx,Emory GM,Northwestern,4,neg,Georgia CP,W,"Pack Freehan, Tim Maxwell Raleigh",6,0,6,4,4,634,high,,Northwestern,24,3804,16,24,0,train
Emory-AgSt-Neg-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-4.docx,Emory AS,Northwestern,4,neg,Wake Forest DE,W,"Elliott McBlain, Lauren Aggarwal Sachin",10,0,10,0,0,0,medium,,Northwestern,0,0,0,0,0,train
UCBerkeley-BoUr-Neg-3---Gonzaga-University-Jesuit-Debates-Round-5.docx,UC Berkeley BU,Gonzaga,5,neg,George Mason WW - ONLINE,L,"Wright Karthikeyan - ONLINE, Viveth Urfalian Molly",3,0,3,32,32,4993,high,,Gonzaga,96,14979,1024,96,0,train
Georgia-CaPa-Aff-01]-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-6.docx,Georgia CP,Northwestern,6,aff,Western Kentucky KN,L,"Ney Rao, Bryce Pack Laurel",6,6,0,5,5,453,high,,Northwestern,0,0,25,30,30,train
Emory-ChRa-Aff-Gonzaga-Round-8.docx,Emory CR,Gonzaga,8,aff,Georgia CK,L,"Kaidar-Heafetz Rooney, David Ravikumar Adhitya",8,8,0,1,1,191,high,,Gonzaga,0,0,1,8,8,train
Michigan-ChCh-Neg-3---Gonzaga-Round-3.docx,Michigan CC,Gonzaga,3,neg,Iowa PA - ONLINE,W,"Anderson McElligott Michael, Joshua Chamarthy Gautam",5,0,5,13,13,2299,high,,Gonzaga,65,11495,169,65,0,train
Michigan-ShSh-Neg-Northwestern-Round-4.docx,Michigan SS,Northwestern,4,neg,Wake Forest SL,W,"Leverett Jordan - ONLINE, Tommy Shih Conner",4,0,4,12,12,1748,high,,Northwestern,48,6992,144,48,0,train
Harvard-AoBo-Aff-2.-Gonzaga-Round-7.docx,Harvard AB,Gonzaga,7,aff,Emory RY _ ONLINE,L,"Young Osei - ONLINE, Kwudjwa Aoki Seiji",0,0,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
SouthernCalifornia-TrMi-Neg-Northwestern-Round-4.docx,Southern California TM,Northwestern,4,neg,Harvard DS,L,"Sridharan Stannard - ONLINE, Matt Mills Jackson",0,0,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
WichitaState-GrMo-Neg-5---Gonzaga-University-Jesuit-Debates-Round-4.docx,Wichita State GM,Gonzaga,4,neg,Michigan State GL - ONLINE,L,"Lewis Spiers, Jared Molina Chavez Miguel",0,0,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
Cornell-DyVo-Neg-Northwestern-Round-1.docx,Cornell DV,Northwestern,1,neg,Gonzaga WR - ONLINE,L,"Roe Hampton - ONLINE, Jyleesa Dye Matthew",0,0,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
Iowa-PaAn-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-7.docx,Iowa PA,Northwestern,7,neg,Michigan CS,W,"Saudek McVey, Alex Parfenoff Grey",1,0,1,0,0,0,medium,,Northwestern,0,0,0,0,0,train
Kansas-AiUl-Aff-3.-Gonzaga-Round-8.docx,Kansas UA,Gonzaga,8,aff,Texas FL,L,"Feinstein & Low stidham - ONLINE,",9,9,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
Michigan-JoGa-Aff-0---northwestern-Round-4.docx,Michigan GJ,Northwestern,4,aff,Georgetown AC,L,"Aggarwal Miklovis, Tony Garvey Alexis",7,7,0,32,32,3034,high,,Northwestern,0,0,1024,224,224,train
Georgetown-LaNa-Aff-03---Gonzaga-Round-4.docx,Georgetown LN,Gonzaga,4,aff,Gonzaga WR,W,"Roe Davidson, Ari Lastelick Luke",1,1,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
Indiana-FiTr-Neg-1.-Northwestern-Round-8.docx,Indiana TF,Northwestern,8,neg,Wake Forest MP,L,"Peters Kohlenberger - ONLINE, Piper Fish Zander",0,0,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
Michigan-HwMc-Neg-2---Gonzaga-Round-5.docx,Michigan HM,Gonzaga,5,neg,Emory CS - ONLINE,L,"Stumpff Ferguson - ONLINE, Josiah Hwang Calvin",11,0,11,36,36,2594,high,,Gonzaga,396,28534,1296,396,0,train
WesternKentucky-StSc-Aff-01---NUSO-Round-5.docx,Western Kentucky SS,Northwestern,5,aff,Dartmouth BJ,W,"Jones Puerto, Dimarvin Schintgen Nik",4,4,0,18,18,1867,high,,Northwestern,0,0,324,72,72,train
Michigan-ShSh-Aff-Northwestern-Round-1.docx,Michigan SS,Northwestern,1,aff,Wake Forest SK,W,"Kampine Bannister, Dan Shih Conner",6,6,0,56,56,4351,high,,Northwestern,0,0,3136,336,336,train
UCBerkeley-GiSi-Aff-2----Gonzaga-University-Jesuit-Debates-Round-6.docx,UC Berkeley GS,Gonzaga,6,aff,Emory RY _ ONLINE,L,"Young Ferguson - ONLINE, Josiah Situ Aaron",3,3,0,5,5,1258,high,,Gonzaga,0,0,25,15,15,train
Northwestern-HePe-Neg-02---Gonzaga-University-Jesuit-Debates-Round-2.docx,Northwestern HP,Gonzaga,2,neg,Georgia CK,L,"Kaidar-Heafetz Phillips - ONLINE, Scott Peltier Nathan",1,0,1,1,1,328,high,,Gonzaga,1,328,1,1,0,train
MichiganState-JaSc-Neg-1---Northwestern-Round-7.docx,Michigan State JS,Northwestern,7,neg,West Georgia KK,L,"Kennon Reese - ONLINE, Thomas Jarman Zaria",1,0,1,3,3,583,high,,Northwestern,3,583,9,3,0,train
Gonzaga-WeRo-Neg-Northwestern-Round-4.docx,Gonzaga WR,Northwestern,4,neg,George Mason RS - ONLINE,W,"Shananier Davidson - ONLINE, Ari Wellman Kaelyn",1,0,1,0,0,0,medium,,Northwestern,0,0,0,0,0,train
Kansas-BaMc-Neg-3---Gonzaga-Round-7.docx,Kansas BM,Gonzaga,7,neg,Trinity KP,L,"King Brough, Taylor McConnell Sean",3,0,3,1,1,337,high,,Gonzaga,3,1011,1,3,0,train
Michigan-OuAg-Neg-4-Gonzaga-University-Jesuit-Debates-Round-3.docx,Michigan AO,Gonzaga,3,neg,Southern California TM,W,"Mills Foley, Jordan Ou Robert",1,0,1,15,15,2405,high,,Gonzaga,15,2405,225,15,0,train
GeorgeMason-WrWi-Neg-4---Gonzaga-Round-4.docx,George Mason WW,Gonzaga,4,neg,Wyoming CH,W,"Hawley Revare, Graham Wright Ashley",6,0,6,7,7,629,high,,Gonzaga,42,3774,49,42,0,train
Kansas-LaSc-Neg-Northwestern-Round-8.docx,Kansas LS,Northwestern,8,neg,Wake Forest SL,W,"Leverett McVey, Alex Schultz Luna",1,0,1,0,0,0,medium,,Northwestern,0,0,0,0,0,train
Kansas-BrWa-Neg-1---Northwestern-Round-7.docx,Kansas BW,Northwestern,7,neg,Liberty CL,W,"Layton Puerto, Dimarvin Brown Connor",4,0,4,0,0,0,medium,,Northwestern,0,0,0,0,0,train
Wyoming-CaHa-Neg-NUSO-Round-2.docx,Wyoming CH,Northwestern,2,neg,Macalester DC,L,"Costello Wiessner, Max Campbell Jaden",1,0,1,0,0,0,medium,,Northwestern,0,0,0,0,0,train
Georgetown-AgCo-Neg-04---Gonzaga-Round-3.docx,Georgetown AC,Gonzaga,3,neg,Michigan SS,W,"Shih Spiers, Jared Cowan Connelly",14,0,14,2,2,1039,high,,Gonzaga,28,14546,4,28,0,train
ArizonaState-SaSm-Neg-3---Gonzaga-Round-7.docx,Arizona State SS,Gonzaga,7,neg,Georgetown LN,W,"Nanji Watson - ONLINE, Solomon Smith Aden",0,0,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
Emory-ChFe-Neg-Northwestern-Round-1.docx,Emory CF,Northwestern,1,neg,Northwestern AT,L,"Tahirkheli Wilkus, Jacob Feldman Conor",14,0,14,0,0,0,medium,,Northwestern,0,0,0,0,0,train
KansasState-DaRa-Aff-1---Northwestern-Round-7.docx,Kansas State DR,Northwestern,7,aff,Emory CrTa,W,"Taylor Watson - ONLINE, Solomon Day Taryn",3,3,0,1,1,514,high,,Northwestern,0,0,1,3,3,train
Georgetown-LaNa-Neg-01---Northwestern-Round-6.docx,Georgetown LN,Northwestern,6,neg,CSU Long Beach ES,W,"Saenz Morris, Eric Lastelick Luke",0,0,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
Northwestern-ArHi-Aff-01---Gonzaga-Round-2.docx,Northwestern AH,Gonzaga,2,aff,Wyoming WW,L,"Willson Osei - ONLINE, Kwudjwa Hines Brock",1,1,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
Kansas-BaMc-Neg-1---Northwestern-Round-1.docx,Kansas MB,Northwestern,1,neg,Southern California BR - ONLINE,L,"Rahman Regnier - ONLINE, Jason McConnell Sean",6,0,6,0,0,0,medium,,Northwestern,0,0,0,0,0,train
MichiganState-GuLe-Aff-Gonzaga-Round-8.docx,Michigan State GL,Gonzaga,8,aff,Northwestern LR,L,"ONLINE, Ethan Gusis Joanna",5,5,0,3,3,2452,high,,Gonzaga,0,0,9,15,15,train
MichiganState-JaSc-Aff-1---Northwestern-Round-8.docx,Michigan State JS,Northwestern,8,aff,Emory OP,L,"Park Robinson, Tajaih Jarman Zaria",2,2,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
Michigan-MoAl-Neg-2---Gonzaga-Round-4.docx,Michigan AM,Gonzaga,4,neg,UC Berkeley BU,L,"Boguslavsky Vergho, Tyler Moon Ava",6,0,6,32,32,2768,high,,Gonzaga,192,16608,1024,192,0,train
DartmouthCollege-PaHa-Aff-01----northwestern-Round-7.docx,Dartmouth HP,Northwestern,7,aff,Georgia CP,L,"Pack Blenden, Cade Park Ethan",2,2,0,5,5,2553,high,,Northwestern,0,0,25,10,10,train
MichiganState-JaSc-Neg-4---Gonzaga-Round-6.docx,Michigan State JS,Gonzaga,6,neg,Kentucky RW,W,"Washington Malsin - ONLINE, Mikaela Jarman Zaria",1,0,1,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
Northwestern-RuLi-Aff-01---Northwestern-Round-7.docx,Northwestern LR,Northwestern,7,aff,Wake Forest BA,W,"Aderibigbe Wang, Allegro Rubin Veronica",1,1,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
MichiganState-FoMa-Neg-01---Northwestern-Round-7.docx,Michigan State FM,Northwestern,7,neg,Wake Forest DE,W,"Elliott Weintraub, Josh Foster Isabella",9,0,9,8,8,1719,high,,Northwestern,72,15471,64,72,0,train
Michigan-OuAg-Neg-4-Gonzaga-University-Jesuit-Debates-Round-2.docx,Michigan AO,Gonzaga,2,neg,Emory KW - ONLINE,W,"Kibe Repko - ONLINE, William Ou Robert",2,0,2,49,49,3722,high,,Gonzaga,98,7444,2401,98,0,train
Iowa-WeEl-Neg-03-----Gonzaga-University-Jesuit-Debates-Round-6.docx,Iowa EW,Gonzaga,6,neg,Kentucky GS,L,"Slish Cooper, Deven Weimar Nathan",0,0,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
Northwestern-HePe-Aff-02---Gonzaga-University-Jesuit-Debates-Round-4.docx,Northwestern HP,Gonzaga,4,aff,Trinity CK - ONLINE,L,"Khalikov Baez, Kristiana Peltier Nathan",1,1,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
DartmouthCollege-KaRa-Aff-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-4.docx,Dartmouth KR,Northwestern,4,aff,Wyoming WW,L,"Widi Fernando - ONLINE, Aaron Rao Sebastian",3,3,0,7,7,2680,high,,Northwestern,0,0,49,21,21,train
Kansas-HaLe-Neg-1----Northwestern-Round-1.docx,Kansas LH,Northwestern,1,neg,Michigan CS,L,"Saudek Rao, Bryce Harker Averi",8,0,8,3,3,644,high,,Northwestern,24,5152,9,24,0,train
Michigan-MoAl-Neg-1---Northwestern-Round-5.docx,Michigan AM,Northwestern,5,neg,Emory CG,W,"Byrne, AJ Moon Ava",7,0,7,30,30,2576,high,,Northwestern,210,18032,900,210,0,train
Harvard-AoBo-Aff-1.-Northwestern-Round-1.docx,Harvard AB,Northwestern,1,aff,Michigan State FM,W,"Martin Hecht, Margaret Aoki Seiji",3,3,0,28,28,1982,high,,Northwestern,0,0,784,84,84,train
Kentucky-GaSl-Aff-Gonzaga-Round-6.docx,Kentucky GS,Gonzaga,6,aff,Iowa EW - ONLINE,W,"Eltyeb Cooper, Deven Gabay Ariel",1,1,0,2,2,554,high,,Gonzaga,0,0,4,2,2,train
Harvard-AoBo-Neg-2.-Gonzaga-Round-1.docx,Harvard AB,Gonzaga,1,neg,Michigan HM - ONLINE,L,"McIlhenny Michael, Joshua Aoki Seiji",3,0,3,10,10,1531,high,,Gonzaga,30,4593,100,30,0,train
Northwestern-LuLe-Neg-01---Northwestern-Round-4.docx,Northwestern LL,Northwestern,4,neg,Iowa KS,W,"Severson Price, Sam Lundberg Annabeth",12,0,12,0,0,0,medium,,Northwestern,0,0,0,0,0,train
WesternKentucky-NeKu-Aff-01---Northwestern-Round-1.docx,Western Kentucky KN,Northwestern,1,aff,Emory CrTa,L,"Taylor Di, Jordan Ney Riley",9,9,0,27,27,2750,high,,Northwestern,0,0,729,243,243,train
Gonzaga-WeRo-Aff-Northwestern-Round-1.docx,Gonzaga WR,Northwestern,1,aff,Cornell DV - ONLINE,W,"Vorontsova Hampton - ONLINE, Jyleesa Wellman Kaelyn",3,3,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
Michigan-ChCh-Aff-3---Gonzaga-Round-1.docx,Michigan CC,Gonzaga,1,aff,Georgetown LN,W,"Nanji Di, Jordan Chamarthy Gautam",8,8,0,36,36,3357,high,,Gonzaga,0,0,1296,288,288,train
Emory-WaKi-Neg-Gonzaga-University-Jesuit-Debates-Round-3.docx,Emory KW,Gonzaga,3,neg,Trinity CK - ONLINE,W,"Khalikov Ella - ONLINE, Maeve Wang Tinghan",0,0,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
Baylor-KeBe-Neg-Northwestern-Round-7.docx,Baylor BK,Northwestern,7,neg,Northwestern LL,L,"Lundberg Roetlin, Spencer Benton Spencer",0,0,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
Trinity-CrKh-Neg-01-----Gonzaga-Round-4.docx,Trinity CK,Gonzaga,4,neg,Northwestern HP,W,"Peltier Baez, Kristiana Crowley Leo",0,0,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
DartmouthCollege-GuMo-Neg-1---NUSO-Round-2.docx,Dartmouth GM,Northwestern,2,neg,Kansas BW,L,"Walawender Morbeck, Gabriel Guo Saturn",9,0,9,1,1,66,high,,Northwestern,9,594,1,9,0,train
Kansas-OwWi-Aff-3---Gonzaga-Round-4.docx,Kansas OW,Gonzaga,4,aff,Southern California RB,L,"Bhadani Trufanov, Anthony Willingham Zach",7,7,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
Northwestern-LuLe-Aff-01---Northwestern-Round-7.docx,Northwestern LL,Northwestern,7,aff,Baylor BK,W,"Keeler Roetlin, Spencer Lundberg Annabeth",1,1,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
DartmouthCollege-JoRa-Neg-2---Gonzaga-Round-2.docx,Dartmouth JR,Gonzaga,2,neg,Emory TS - ONLINE,W,"Tai Meyers-Levy - ONLINE, Dustin Rao Sebastian",1,0,1,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
WakeForest-DiEl-Neg-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-3.docx,Wake Forest DE,Northwestern,3,neg,Northwestern LL,W,"Lundberg McIntosh, Valerie Elliott Elizabeth",1,0,1,24,24,2748,high,,Northwestern,24,2748,576,24,0,train
Michigan-EsSh-Aff-Gonzaga-Round-4.docx,Michigan ES,Gonzaga,4,aff,Kansas SL,L,"Larson McCullough, Hunter Esmailzadeh Cyrus",12,12,0,44,44,3801,high,,Gonzaga,0,0,1936,528,528,train
Wyoming-WiWi-Neg-4.-Gonzaga-Round-7.docx,Wyoming WW,Gonzaga,7,neg,UTD HH,L,"Hoch McGraw, Bennett Willson Jean-Luc",2,0,2,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
DartmouthCollege-GuMo-Aff-1---NUSO-Round-6.docx,Dartmouth GM,Northwestern,6,aff,Emory CG,W,"Namakula, Subbi Guo Saturn",4,4,0,1,1,65,high,,Northwestern,0,0,1,4,4,train
Kentucky-GaSl-Neg-Gonzaga-Round-8.docx,Kentucky GS,Gonzaga,8,neg,UTD PR,L,"Ravi Turner - ONLINE, John Gabay Ariel",4,0,4,1,1,276,high,,Gonzaga,4,1104,1,4,0,train
Wyoming-CaHa-Neg-Gonzaga-Round-2.docx,Wyoming CH,Gonzaga,2,neg,Southern California HV - ONLINE,W,"Huerto Moore - ONLINE, Jack Campbell Jaden",12,0,12,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
Georgetown-AgCo-Aff-01---Northwestern-Round-3.docx,Georgetown AC,Northwestern,3,aff,Emory LY,L,"Yang Yonter, Victoria Cowan Connelly",1,1,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
NorthTexas-HaVa-Aff-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-1.docx,North Texas VH,Northwestern,1,aff,Southern California BM - ONLINE,L,"Martin Luckett - ONLINE, Jazmyn Vazquez Damian",4,4,0,2,2,692,high,,Northwestern,0,0,4,8,8,train
Iowa-WeEl-Neg-03-----Gonzaga-University-Jesuit-Debates-Round-8.docx,Iowa EW,Gonzaga,8,neg,UC Berkeley BU,W,"Boguslavsky Moore - ONLINE, Jack Weimar Nathan",0,0,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
MichiganState-JaSc-Aff-4---Gonzaga-Round-5.docx,Michigan State JS,Gonzaga,5,aff,Harvard AB,W,"Bodet Symonds, Adam Jarman Zaria",2,2,0,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
Wyoming-CaHa-Neg-NUSO-Round-3.docx,Wyoming CH,Northwestern,3,neg,Kansas State DS,W,"Draeger Wilkinson - ONLINE, Matthew Campbell Jaden",2,0,2,0,0,0,medium,,Northwestern,0,0,0,0,0,train
WakeForest-HaNa-Neg-Gonzaga-University-Jesuit-Debates-Round-7.docx,Wake Forest HN,Gonzaga,7,neg,Kansas HP - ONLINE,W,"Persinger Green, Jaysyn Hale Destiny",1,0,1,0,0,0,medium,,Gonzaga,0,0,0,0,0,train
SouthernCalifornia-BrMa-Aff-Northwestern-Round-2.docx,Southern California BM,Northwestern,2,aff,George Mason DG - ONLINE,L,"Gorman Buttgereit, Thomas Bradley Clare",2,2,0,0,0,0,medium,,Northwestern,0,0,0,0,0,train
