match_key,tournament_source,round_number,aff_team,neg_team,aff_source_file,neg_source_file,aff_win_label,aff_original_split,neg_original_split,aff_parse_confidence,neg_parse_confidence,aff_parse_high,aff_parse_medium,neg_parse_high,neg_parse_medium,aff_zero_feature_flag,neg_zero_feature_flag,tournament_northwestern,aff_num_positions,neg_num_positions,diff_num_positions,aff_num_adv_inh_solv,neg_num_adv_inh_solv,diff_num_adv_inh_solv,aff_num_offs,neg_num_offs,diff_num_offs,aff_num_cards_total,neg_num_cards_total,diff_num_cards_total,aff_num_cards_with_highlight,neg_num_cards_with_highlight,diff_num_cards_with_highlight,aff_total_highlighted_words,neg_total_highlighted_words,diff_total_highlighted_words,diff_cards_per_position
Northwestern|6|dartmouth bj|kansas state dr,Northwestern,6,Dartmouth BJ,Kansas State DR,DartmouthCollege-JoBe-Aff-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-6.docx,KansasState-DaRa-Neg-1---Northwestern-Round-6.docx,0,train,train,medium,medium,0,1,0,1,0,0,1,1,2,-1,1,0,1,0,2,-2,0,0,0,0,0,0,0,0,0,0.0
Northwestern|6|dartmouth cg|emory jr,Northwestern,6,Dartmouth CG,Emory JR,DartmouthCollege-CaGo-Aff-1---NUSO-Round-6.docx,Emory-JiRa-Neg-NUSO-Round-6.docx,1,train,train,high,medium,1,0,0,1,0,0,1,5,1,4,5,0,5,0,1,-1,3,0,3,3,0,3,1321,0,1321,0.6
Northwestern|6|dartmouth gm|emory cg,Northwestern,6,Dartmouth GM,Emory CG,DartmouthCollege-GuMo-Aff-1---NUSO-Round-6.docx,Emory-GrCh-Neg-1---Owen-L.-Coon-Memorial-Debates-Round-6.docx,1,train,train,high,medium,1,0,0,1,0,0,1,4,10,-6,4,0,4,0,10,-10,1,0,1,1,0,1,65,0,65,0.25
Northwestern|6|emory as|missouri state hn,Northwestern,6,Missouri State HN,Emory AS,MissouriState-HaNe-Aff-01-Northwestern-Round-6.docx,Emory-AgSt-Neg-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-6.docx,0,train,train,high,medium,1,0,0,1,0,0,1,4,9,-5,4,0,4,0,9,-9,1,0,1,1,0,1,333,0,333,0.25
Northwestern|6|emory cf|harvard ds,Northwestern,6,Harvard DS,Emory CF,Harvard-DeSr-Aff-1.-Northwestern-Round-6.docx,Emory-ChFe-Neg-Northwestern-Round-6.docx,1,test,train,medium,high,0,1,1,0,1,0,1,0,12,-12,0,0,0,0,12,-12,0,1,-1,0,1,-1,0,328,-328,-0.08333333333333333
Northwestern|6|emory gs|iowa pa,Northwestern,6,Emory GS,Iowa PA,Emory-GaSo-Aff-1.-Northwestern-Round-6.docx,Iowa-PaAn-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-6.docx,1,train,train,medium,medium,0,1,0,1,0,1,1,4,0,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Northwestern|6|emory ly|uc berkeley rm,Northwestern,6,UC Berkeley RM,Emory LY,UCBerkeley-MeRe-Aff-1---Northwestern-Round-6.docx,Emory-LoYa-Neg-01---Northwestern-Round-6.docx,0,validation,train,high,medium,1,0,0,1,0,0,1,9,8,1,9,0,9,0,8,-8,4,0,4,4,0,4,1943,0,1943,0.4444444444444444
Northwestern|6|georgia cp|western kentucky kn,Northwestern,6,Georgia CP,Western Kentucky KN,Georgia-CaPa-Aff-01]-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-6.docx,WesternKentucky-NeKu-Neg-01---Northwestern-Round-6.docx,0,train,train,high,high,1,0,1,0,0,0,1,6,1,5,6,0,6,0,1,-1,5,2,3,5,2,3,453,909,-456,-1.1666666666666665
Northwestern|6|harvard ab|western kentucky cf,Northwestern,6,Harvard AB,Western Kentucky CF,Harvard-AoBo-Aff-1.-Northwestern-Round-6.docx,WesternKentucky-CaFo-Neg-1---NUSO-Round-6.docx,1,validation,train,high,high,1,0,1,0,0,0,1,3,10,-7,3,0,3,0,10,-10,28,5,23,28,5,23,1982,1625,357,8.833333333333334
Northwestern|6|indiana tf|wyoming ww,Northwestern,6,Indiana TF,Wyoming WW,Indiana-FiTr-Aff-1.-Northwestern-Round-6.docx,Wyoming-WiWi-Neg-1.-Northwestern-Round-6.docx,0,train,train,medium,medium,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Northwestern|6|iowa we|kentucky gs,Northwestern,6,Kentucky GS,Iowa WE,Kentucky-GaSl-Aff-Northwestern-Round-6.docx,Iowa-WeEl-Neg-01-----Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-6.docx,0,train,test,high,medium,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,4,0,4,4,0,4,1937,0,1937,4.0
Northwestern|6|kansas bw|michigan ao,Northwestern,6,Michigan AO,Kansas BW,Michigan-OuAg-Aff-1-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-6.docx,Kansas-BrWa-Neg-1---Northwestern-Round-6.docx,0,test,train,high,medium,1,0,0,1,0,0,1,3,6,-3,3,0,3,0,6,-6,48,0,48,48,0,48,4129,0,4129,16.0
Northwestern|6|kansas ls|northwestern lr,Northwestern,6,Northwestern LR,Kansas LS,Northwestern-RuLi-Aff-01---Northwestern-Round-6.docx,Kansas-LaSc-Neg-Northwestern-Round-6.docx,0,validation,test,medium,medium,0,1,0,1,0,0,1,1,2,-1,1,0,1,0,2,-2,0,0,0,0,0,0,0,0,0,0.0
Northwestern|6|michigan am|stanford ll,Northwestern,6,Michigan AM,Stanford LL,Michigan-MoAl-Aff-1---Northwestern-Round-6.docx,Stanford-LaLa-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-6.docx,0,train,validation,high,high,1,0,1,0,0,0,1,2,6,-4,2,0,2,0,6,-6,37,25,12,37,25,12,2726,3681,-955,14.333333333333332
Northwestern|6|michigan bp|utd hk,Northwestern,6,Michigan BP,UTD HK,Michigan-BaPa-Aff-Northwestern-Round-6.docx,UTD-HaKa-Neg-01---Northwestern-Round-6.docx,1,test,validation,high,high,1,0,1,0,0,0,1,3,2,1,3,0,3,0,2,-2,46,11,35,45,11,34,5847,1253,4594,9.833333333333334
Northwestern|6|michigan es|michigan state gl,Northwestern,6,Michigan State GL,Michigan ES,MichiganState-GuLe-Aff-Northwestern-Round-6.docx,Michigan-EsSh-Neg-Northwestern-Round-6.docx,1,train,validation,high,high,1,0,1,0,0,0,1,2,4,-2,2,0,2,0,4,-4,1,14,-13,1,14,-13,714,1199,-485,-3.0
Northwestern|6|southern california bm|wake forest sl,Northwestern,6,Southern California BM,Wake Forest SL,SouthernCalifornia-BrMa-Aff-Northwestern-Round-6.docx,WakeForest-LeSa-Neg-Northwestern-Round-6.docx,0,validation,train,medium,medium,0,1,0,1,0,0,1,2,1,1,2,0,2,0,1,-1,0,0,0,0,0,0,0,0,0,0.0
Northwestern|6|uc berkeley ub|utd pr,Northwestern,6,UTD PR,UC Berkeley UB,UTD-PeRa-Aff-01---Northwestern-Round-6.docx,UCBerkeley-BoUr-Neg-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-6.docx,1,train,train,medium,high,0,1,1,0,0,0,1,4,2,2,4,0,4,0,2,-2,0,10,-10,0,10,-10,0,1945,-1945,-5.0
Northwestern|6|wake forest ba|western kentucky ss,Northwestern,6,Wake Forest BA,Western Kentucky SS,WakeForest-AdBr-Aff-01---The-coon-(Northwestern)-Round-6.docx,WesternKentucky-StSc-Neg-01---NUSO-Round-6.docx,1,validation,validation,medium,high,0,1,1,0,1,0,1,0,2,-2,0,0,0,0,2,-2,0,1,-1,0,1,-1,0,60,-60,-0.5
Northwestern|7|arizona state ss|dartmouth kr,Northwestern,7,Dartmouth KR,Arizona State SS,DartmouthCollege-KaRa-Aff-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-7.docx,ArizonaState-SaSm-Neg-1---Owen-L.-Coon-Round-7.docx,1,train,train,high,high,1,0,1,0,0,0,1,6,2,4,6,0,6,0,2,-2,7,6,1,7,6,1,2048,1525,523,-1.8333333333333333
Northwestern|7|baylor bk|northwestern ll,Northwestern,7,Northwestern LL,Baylor BK,Northwestern-LuLe-Aff-01---Northwestern-Round-7.docx,Baylor-KeBe-Neg-Northwestern-Round-7.docx,1,train,train,medium,medium,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Northwestern|7|csu long beach om|iowa we,Northwestern,7,CSU Long Beach OM,Iowa WE,CSULongBeach-OrMe-Aff-01---Operation_-Find-The-Coon-(Northwestern)-Round-7.docx,Iowa-WeEl-Neg-01-----Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-7.docx,1,train,train,medium,medium,0,1,0,1,1,0,1,0,1,-1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0.0
Northwestern|7|dartmouth bj|wyoming ch,Northwestern,7,Dartmouth BJ,Wyoming CH,DartmouthCollege-JoBe-Aff-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-7.docx,Wyoming-CaHa-Neg-NUSO-Round-7.docx,1,validation,train,medium,medium,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Northwestern|7|dartmouth cg|utd pr,Northwestern,7,Dartmouth CG,UTD PR,DartmouthCollege-CaGo-Aff-1---NUSO-Round-7.docx,UTD-PeRa-Neg-01---Northwestern-Round-7.docx,1,train,train,high,high,1,0,1,0,0,0,1,6,5,1,6,0,6,0,5,-5,3,7,-4,3,7,-4,369,1716,-1347,-0.8999999999999999
Northwestern|7|dartmouth hp|georgia cp,Northwestern,7,Dartmouth HP,Georgia CP,DartmouthCollege-PaHa-Aff-01----northwestern-Round-7.docx,Georgia-CaPa-Neg-01]-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-7.docx,0,train,train,high,high,1,0,1,0,0,0,1,2,8,-6,2,0,2,0,8,-8,5,1,4,5,1,4,2553,1475,1078,2.375
Northwestern|7|emory as|kansas au,Northwestern,7,Emory AS,Kansas AU,Emory-AgSt-Aff-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-7.docx,Kansas-AiUl-Neg-1.-Northwestern-Round-7.docx,0,train,test,medium,high,0,1,1,0,0,0,1,4,10,-6,4,0,4,0,10,-10,0,1,-1,0,1,-1,0,91,-91,-0.1
Northwestern|7|emory jr|kansas state sa,Northwestern,7,Emory JR,Kansas State SA,Emory-JiRa-Aff-NUSO-Round-7.docx,KansasState-ArSa-Neg-1-----Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-7.docx,1,train,train,medium,high,0,1,1,0,0,0,1,2,1,1,2,0,2,0,1,-1,0,2,-2,0,2,-2,0,1650,-1650,-2.0
Northwestern|7|emory op|western kentucky ss,Northwestern,7,Emory OP,Western Kentucky SS,Emory-OkPa-Aff-1---Northwestern-Round-7.docx,WesternKentucky-StSc-Neg-01---NUSO-Round-7.docx,1,train,train,medium,high,0,1,1,0,0,0,1,3,5,-2,3,0,3,0,5,-5,0,1,-1,0,1,-1,0,48,-48,-0.2
Northwestern|7|georgetown ac|michigan ss,Northwestern,7,Georgetown AC,Michigan SS,Georgetown-AgCo-Aff-01---Northwestern-Round-7.docx,Michigan-ShSh-Neg-Northwestern-Round-7.docx,1,test,train,medium,high,0,1,1,0,0,0,1,3,6,-3,3,0,3,0,6,-6,0,14,-14,0,14,-14,0,1398,-1398,-2.3333333333333335
Northwestern|7|georgetown ln|uc berkeley rm,Northwestern,7,Georgetown LN,UC Berkeley RM,Georgetown-LaNa-Aff-01---Northwestern-Round-7.docx,UCBerkeley-MeRe-Neg-1---Northwestern-Round-7.docx,0,test,train,medium,high,0,1,1,0,0,0,1,5,10,-5,5,0,5,0,10,-10,0,21,-21,0,21,-21,0,4105,-4105,-2.1
Northwestern|7|gonzaga wr|michigan ao,Northwestern,7,Michigan AO,Gonzaga WR,Michigan-OuAg-Aff-1-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-7.docx,Gonzaga-WeRo-Neg-Northwestern-Round-7.docx,1,validation,test,high,medium,1,0,0,1,0,0,1,1,1,0,1,0,1,0,1,-1,30,0,30,30,0,30,3532,0,3532,30.0
Northwestern|7|harvard ab|utd hk,Northwestern,7,UTD HK,Harvard AB,UTD-HaKa-Aff-01---Northwestern-Round-7.docx,Harvard-AoBo-Neg-1.-Northwestern-Round-7.docx,1,test,validation,medium,medium,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Northwestern|7|harvard ds|wake forest sl,Northwestern,7,Harvard DS,Wake Forest SL,Harvard-DeSr-Aff-1.-Northwestern-Round-7.docx,WakeForest-LeSa-Neg-Northwestern-Round-7.docx,0,test,test,high,medium,1,0,0,1,0,0,1,3,1,2,3,0,3,0,1,-1,30,0,30,30,0,30,3252,0,3252,10.0
Northwestern|7|iowa pa|michigan cs,Northwestern,7,Michigan CS,Iowa PA,Michigan-ChSa-Aff-1---Northwestern-Round-7.docx,Iowa-PaAn-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-7.docx,0,train,train,medium,medium,0,1,0,1,1,0,1,0,1,-1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0.0
Northwestern|7|macalester dc|missouri state ns,Northwestern,7,Missouri State NS,Macalester DC,MissouriState-NeSi-Aff-01-Northwestern-Round-7.docx,MacalesterCollege-CoDu-Neg-Owen-L-Coon-Memorial-Tournament-at-Northwestern-Round-7.docx,1,train,train,high,medium,1,0,0,1,0,1,1,6,0,6,6,0,6,0,0,0,20,0,20,20,0,20,2712,0,2712,3.3333333333333335
Northwestern|7|michigan bp|michigan state gl,Northwestern,7,Michigan State GL,Michigan BP,MichiganState-GuLe-Aff-Northwestern-Round-7.docx,Michigan-BaPa-Neg-Northwestern-Round-7.docx,0,train,validation,high,high,1,0,1,0,0,0,1,2,5,-3,2,0,2,0,5,-5,4,21,-17,4,21,-17,1220,1615,-395,-2.2
Northwestern|7|michigan gj|stanford ll,Northwestern,7,Michigan GJ,Stanford LL,Michigan-JoGa-Aff-0---northwestern-Round-7.docx,Stanford-LaLa-Neg-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-7.docx,0,train,test,high,high,1,0,1,0,0,0,1,3,5,-2,3,0,3,0,5,-5,34,32,2,34,32,2,3012,3410,-398,4.933333333333334
Northwestern|7|michigan state fm|wake forest de,Northwestern,7,Wake Forest DE,Michigan State FM,WakeForest-DiEl-Aff-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-7.docx,MichiganState-FoMa-Neg-01---Northwestern-Round-7.docx,0,test,train,medium,high,0,1,1,0,0,0,1,1,9,-8,1,0,1,0,9,-9,0,8,-8,0,8,-8,0,1719,-1719,-0.8888888888888888
Northwestern|7|northwestern lr|wake forest ba,Northwestern,7,Northwestern LR,Wake Forest BA,Northwestern-RuLi-Aff-01---Northwestern-Round-7.docx,WakeForest-AdBr-Neg-01---The-coon-(Northwestern)-Round-7.docx,1,train,validation,medium,medium,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Northwestern|7|uc berkeley ub|western kentucky kn,Northwestern,7,UC Berkeley UB,Western Kentucky KN,UCBerkeley-BoUr-Aff-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-7.docx,WesternKentucky-NeKu-Neg-01---Northwestern-Round-7.docx,1,train,train,high,high,1,0,1,0,0,0,1,2,8,-6,2,0,2,0,8,-8,2,7,-5,2,7,-5,676,1572,-896,0.125
Northwestern|8|baylor ll|uc berkeley ub,Northwestern,8,Baylor LL,UC Berkeley UB,Baylor-LoLi-Aff-Northwestern-Round-8.docx,UCBerkeley-BoUr-Neg-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-8.docx,0,train,train,medium,high,0,1,1,0,1,0,1,0,2,-2,0,0,0,0,2,-2,0,2,-2,0,2,-2,0,439,-439,-1.0
Northwestern|8|dartmouth cg|michigan ss,Northwestern,8,Michigan SS,Dartmouth CG,Michigan-ShSh-Aff-Northwestern-Round-8.docx,DartmouthCollege-CaGo-Neg-1---NUSO-Round-8.docx,1,train,train,high,high,1,0,1,0,0,0,1,5,6,-1,5,0,5,0,6,-6,45,2,43,45,2,43,4231,1870,2361,8.666666666666666
Northwestern|8|emory as|stanford ll,Northwestern,8,Stanford LL,Emory AS,Stanford-LaLa-Aff-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-8.docx,Emory-AgSt-Neg-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-8.docx,1,train,train,medium,high,0,1,1,0,0,0,1,2,7,-5,2,0,2,0,7,-7,0,1,-1,0,1,-1,0,13,-13,-0.14285714285714285
Northwestern|8|emory cf|kentucky gs,Northwestern,8,Emory CF,Kentucky GS,Emory-ChFe-Aff-Northwestern-Round-8.docx,Kentucky-GaSl-Neg-Northwestern-Round-8.docx,0,train,test,high,high,1,0,1,0,0,0,1,6,8,-2,6,0,6,0,8,-8,1,9,-8,1,9,-8,755,1872,-1117,-0.9583333333333334
Northwestern|8|emory gm|utd hk,Northwestern,8,Emory GM,UTD HK,Emory-GeMa-Aff-Northwestern-Round-8.docx,UTD-HaKa-Neg-01---Northwestern-Round-8.docx,0,train,train,medium,high,0,1,1,0,0,0,1,5,3,2,5,0,5,0,3,-3,0,7,-7,0,7,-7,0,952,-952,-2.3333333333333335
Northwestern|8|emory gs|michigan bp,Northwestern,8,Michigan BP,Emory GS,Michigan-BaPa-Aff-Northwestern-Round-8.docx,Emory-GaSo-Neg-1.-Northwestern-Round-8.docx,0,train,train,high,high,1,0,1,0,0,0,1,13,11,2,13,0,13,0,11,-11,65,7,58,63,7,56,5469,1472,3997,4.363636363636363
Northwestern|8|emory jr|western kentucky cf,Northwestern,8,Western Kentucky CF,Emory JR,WesternKentucky-CaFo-Aff-1---NUSO-Round-8.docx,Emory-JiRa-Neg-NUSO-Round-8.docx,0,train,test,high,medium,1,0,0,1,0,0,1,4,1,3,4,0,4,0,1,-1,26,0,26,26,0,26,3431,0,3431,6.5
Northwestern|8|emory ly|northwestern ll,Northwestern,8,Emory LY,Northwestern LL,Emory-LoYa-Aff-01---Northwestern-Round-8.docx,Northwestern-LuLe-Neg-01---Northwestern-Round-8.docx,1,train,test,high,medium,1,0,0,1,0,0,1,4,12,-8,4,0,4,0,12,-12,1,0,1,1,0,1,984,0,984,0.25
Northwestern|8|emory op|michigan state js,Northwestern,8,Michigan State JS,Emory OP,MichiganState-JaSc-Aff-1---Northwestern-Round-8.docx,Emory-OkPa-Neg-1---Northwestern-Round-8.docx,0,train,train,medium,high,0,1,1,0,0,0,1,2,9,-7,2,0,2,0,9,-9,0,2,-2,0,2,-2,0,509,-509,-0.2222222222222222
Northwestern|8|georgetown ln|macalester dc,Northwestern,8,Macalester DC,Georgetown LN,MacalesterCollege-CoDu-Aff-Owen-L-Coon-Memorial-Tournament-at-Northwestern-Round-8.docx,Georgetown-LaNa-Neg-01---Northwestern-Round-8.docx,0,train,train,high,medium,1,0,0,1,0,0,1,2,9,-7,2,0,2,0,9,-9,10,0,10,10,0,10,1978,0,1978,5.0
Northwestern|8|georgia cp|harvard ds,Northwestern,8,Georgia CP,Harvard DS,Georgia-CaPa-Aff-01]-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-8.docx,Harvard-DeSr-Neg-1.-Northwestern-Round-8.docx,0,train,train,high,high,1,0,1,0,0,0,1,7,4,3,7,0,7,0,4,-4,3,6,-3,3,6,-3,753,466,287,-1.0714285714285714
Northwestern|8|harvard ab|michigan ao,Northwestern,8,Harvard AB,Michigan AO,Harvard-AoBo-Aff-1.-Northwestern-Round-8.docx,Michigan-OuAg-Neg-1-Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-8.docx,0,train,train,high,high,1,0,1,0,0,0,1,3,1,2,3,0,3,0,1,-1,32,15,17,32,15,17,2233,1185,1048,-4.333333333333334
Northwestern|8|iowa bs|uc berkeley rm,Northwestern,8,UC Berkeley RM,Iowa BS,UCBerkeley-MeRe-Aff-1---Northwestern-Round-8.docx,Iowa-BiSa-Neg-1--Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-8.docx,1,train,train,high,medium,1,0,0,1,0,1,1,2,0,2,2,0,2,0,0,0,1,0,1,1,0,1,303,0,303,0.5
Northwestern|8|kansas bw|michigan state gl,Northwestern,8,Kansas BW,Michigan State GL,Kansas-BrWa-Aff-1---Northwestern-Round-8.docx,MichiganState-GuLe-Neg-Northwestern-Round-8.docx,0,train,train,high,high,1,0,1,0,0,0,1,12,19,-7,12,0,12,0,19,-19,3,10,-7,3,10,-7,1081,1143,-62,-0.2763157894736842
Northwestern|8|kansas mb|utd pr,Northwestern,8,UTD PR,Kansas MB,UTD-PeRa-Aff-01---Northwestern-Round-8.docx,Kansas-BaMc-Neg-1---Northwestern-Round-8.docx,1,validation,train,medium,high,0,1,1,0,0,0,1,4,9,-5,4,0,4,0,9,-9,0,1,-1,0,1,-1,0,560,-560,-0.1111111111111111
Northwestern|8|michigan gj|wyoming ch,Northwestern,8,Wyoming CH,Michigan GJ,Wyoming-CaHa-Aff-NUSO-Round-8.docx,Michigan-JoGa-Neg-0---northwestern-Round-8.docx,1,train,train,high,high,1,0,1,0,0,0,1,2,3,-1,2,0,2,0,3,-3,5,10,-5,5,10,-5,2067,1067,1000,-0.8333333333333335
Northwestern|8|michigan state fm|wichita state mg,Northwestern,8,Michigan State FM,Wichita State MG,MichiganState-FoMa-Aff-01---Northwestern-Round-8.docx,WichitaState-GrMo-Neg-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-8.docx,1,train,train,high,medium,1,0,0,1,0,1,1,4,0,4,4,0,4,0,0,0,8,0,8,8,0,8,1211,0,1211,2.0
Northwestern|8|missouri state hn|southern california bm,Northwestern,8,Southern California BM,Missouri State HN,SouthernCalifornia-BrMa-Aff-Northwestern-Round-8.docx,MissouriState-HaNe-Neg-01-Northwestern-Round-8.docx,1,train,train,medium,high,0,1,1,0,0,0,1,2,9,-7,2,0,2,0,9,-9,0,5,-5,0,5,-5,0,141,-141,-0.5555555555555556
Northwestern|8|southern california tm|wake forest sk,Northwestern,8,Wake Forest SK,Southern California TM,WakeForest-KaSh-Aff-1---Northwestern-Round-8.docx,SouthernCalifornia-TrMi-Neg-Northwestern-Round-8.docx,0,train,train,medium,medium,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
Northwestern|8|wake forest de|western kentucky ip,Northwestern,8,Western Kentucky IP,Wake Forest DE,WesternKentucky-InPu-Aff-1-----NUSO-----Northwestern-Round-8.docx,WakeForest-DiEl-Neg-1---Owen-L-Coon-Memorial-Debates-at-Northwestern-Round-8.docx,0,train,train,high,medium,1,0,0,1,0,1,1,4,0,4,4,0,4,0,0,0,18,0,18,18,0,18,1940,0,1940,4.5
